Location_ID,DBA Name,Street_Address,City,State,Zip_Code,latitude,longitude
0000024-02-999,EASTMAN KODAK CO,343 STATE ST,ROCHESTER,NY,14650, -77.619328871999983,43.161256430000037
0000028-02-001,3101 LAGUNA APTS,3101 LAGUNA ST,San Francisco,CA,94123, -122.43098240099999,37.799812804000055
0000052-01-001,IDEAL NOVAK CORP,8 MENDOSA AVE,San Francisco,CA,94116, -122.46501273999996,37.748928039000077
0000071-01-001,TOURNAHU ARMS,1842 JEFFERSON ST,San Francisco,CA,94123, -122.44277254899998,37.804797575000066
0000071-02-001,3301 BRODERICK APARTMENTS,3301 BRODERICK ST,San Francisco,CA,94123, -122.44477290999998,37.80085332
0000071-02-003,3301 BRODERICK APARTMENTS,3301 BRODERICK ST,San Francisco,CA,94123, -122.44477290999998,37.80085332
0000071-03-001,1840-42 JEFFERSON ST,1840-42 JEFFERSON ST,San Francisco,CA,94109, -122.42004887399997,37.791538875000072
0000086-01-001,1601 GRANT APTS,1601 GRANT AVE,San Francisco,CA,94133, -122.40782268899994,37.801723288000062
0000086-02-002,1601 GRANT PARKING,1601 GRANT AVE,San Francisco,CA,94133, -122.40782268899994,37.801723288000062
0000188-01-001,ABBETT ELEC CORP,1850 BRYANT ST,San Francisco,CA,94110, -122.41036347099998,37.763747536000039
0000189-02-001,ABBEY CARPET,2900 GEARY BLVD,San Francisco,CA,94118, -122.45043291799999,37.78216791
0000189-03-001,ABBEY CARPET OF SAN FRANCISCO,2900 GEARY BLVD,San Francisco,CA,94118, -122.45043291799999,37.78216791
0000205-01-001,ABC AUTO PARTS,1650 DAVIDSON AVE,San Francisco,CA,94124, -122.39249388399998,37.746235157000058
0000216-01-001,ABC INSURANCE,1727 OAKDALE AVE,San Francisco,CA,94124, -122.39303315199999,37.736105447000057
0000216-02-001,J & E CONSTRUCTION,1727 OAKDALE AVE,San Francisco,CA,94124, -122.39303315199999,37.736105447000057
0000224-01-001,ABC WINDOW CONTRACTORS INC,811 CESAR CHAVEZ ST,San Francisco,CA,94124, -122.38578738499996,37.750341671000058
0000244-01-001,ABLE BUILDING MAINTENANCE CO,868 FOLSOM ST,San Francisco,CA,94107, -122.40273766999996,37.780843941000057
0000244-02-001,ABLE SERVICES,868 FOLSOM ST,San Francisco,CA,94107, -122.40273766999996,37.780843941000057
0000265-01-001,ACADEMY OF ART UNIVERSITY,79 NEW MONTGOMERY ST 3RD FL,San Francisco,CA,94105, -122.40086291799997,37.787814129000026
0000265-04-001,ACAD ART COLLEGE SUPPLY STORE,79 NEW MONTGOMERY ST,San Francisco,CA,94105, -122.40086291799997,37.787814129000026
0000265-06-001,ACADEMY OF ART UNIVERSITY,410 BUSH ST,San Francisco,CA,94108, -122.40444304699997,37.790737433000061
0000265-06-002,ACADEMY OF ART UNIVERSITY,2225 JERROLD AVE,San Francisco,CA,94124, -122.40063360299996,37.745135880000078
0000265-06-003,ACADEMY OF ART UNIVERSITY,180 NEW MONTGOMERY ST,San Francisco,CA,94105, -122.39930732699997,37.786426746000075
0000265-06-004,ACADEMY OF ART UNIVERSITY,540 POWELL ST,San Francisco,CA,94108, -122.40867537799994,37.789747623000039
0000265-06-005,ACADEMY OF ART UNIVERSITY,460 TOWNSEND ST,San Francisco,CA,94107, -122.39859752099994,37.774303589000056
0000265-06-006,ACADEMY OF ART UNIVERSITY,1835-49 VAN NESS AVE,San Francisco,CA,94109, -122.42004887399997,37.791538875000072
0000265-06-007,ACADEMY OF ART UNIVERSITY,620 SUTTER ST,San Francisco,CA,94102, -122.41068265299998,37.788977898000041
0000265-06-008,ACADEMY OF ART UNIVERSITY,655 SUTTER ST,San Francisco,CA,94102, -122.41107558099998,37.788883411000029
0000265-07-001,ACADEMY OF ART UNIVERSITY,1055 PINE ST,San Francisco,CA,94109, -122.41315660199996,37.790523108000059
0000265-08-001,ACADEMY OF ART UNIVERSITY,121 WISCONSIN ST,San Francisco,CA,94107, -122.39968527499997,37.765742136000028
0000265-09-001,ACADEMY OF ART UNIVERSITY,150 HAYES ST,SAN FRANCISCO,CA,94102, -122.41880278299999,37.777437796000072
0000265-10-001,ACADEMY OF ART UNIVERSITY,2300 STOCKTON ST,San Francisco,CA,94133, -122.41056627199998,37.807387905000041
0000265-11-001,ACADEMY OF ART UNIVERSITY,2801 LEAVENWORTH ST,San Francisco,CA,94133, -122.41900327999997,37.807155144000035
0000265-12-001,ACADEMY OF ART UNIVERSITY,466 TOWNSEND ST,San Francisco,CA,94107, -122.39905728099995,37.773944078000056
0000265-13-001,ACADEMY OF ART UNIVERSITY,491 POST ST,San Francisco,CA,94102, -122.40972510599994,37.788062987000046
0000265-14-001,ACADEMY OF ART UNIVERSITY,601 BRANNAN ST,San Francisco,CA,94107, -122.39938107299997,37.776067733000048
0000265-15-001,ACADEMY OF ART UNIVERSITY,625 POLK ST,San Francisco,CA,94102, -122.41909315799995,37.782444460000079
0000265-16-001,ACADEMY OF ART UNIVERSITY,631 HOWARD ST,San Francisco,CA,94105, -122.39885102299996,37.786287320000042
0000265-17-001,ACADEMY OF ART UNIVERSITY,688 SUTTER ST,San Francisco,CA,94102, -122.41156299599999,37.788877650000074
0000265-18-001,ACADEMY OF ART UNIVERSITY,700 MONTGOMERY ST,San Francisco,CA,94111, -122.40325619599997,37.795688788000064
0000265-19-001,ACADEMY OF ART UNIVERSITY,701 CHESTNUT ST,San Francisco,CA,94133, -122.41508552199997,37.803493192000076
0000265-20-001,ACADEMY OF ART UNIVERSITY,860 SUTTER ST,San Francisco,CA,94102, -122.41451613499999,37.788498763000064
0000265-21-001,ACADEMY OF ART UNIVERSITY,60 FEDERAL ST,San Francisco,CA,94107, -122.39246811599997,37.783211606000066
0000265-22-001,ACADEMY OF ART UNIVERSITY,740 TAYLOR ST,San Francisco,CA,94108, -122.41195592399998,37.78934778
0000286-01-001,ACE BOILER & WELDING CO INC,601 19TH ST,San Francisco,CA,94107, -122.38897827199997,37.761733347000074
0000368-01-001,ACOUSTICAL CONSULTANTS INC,150 CALIFORNIA ST 3RD FLR,San Francisco,CA,94111, -122.39844196299998,37.793447600000036
0000422-01-001,ADLER KURT S INC,680 EIGHTH STREET 157,San Francisco,CA,94103, -122.40445802599999,37.770457273000034
0000424-01-001,FLORAL SUPPLY SYNDICATE,670 BRANNAN ST,San Francisco,CA,94107, -122.39989729499996,37.775743942000076
0000424-01-002,FLORAL SUPPLY SYNDICATE,649 BRANNAN ST,San Francisco,CA,94158, -122.39991107399999,37.775659984000072
0000481-01-001,AGENTOURS INC,126 WEST PORTAL AVE,San Francisco,CA,94127, -122.46740948599995,37.739443608000045
0000482-01-001,"FUGAZI TRAVEL AGENCY, INC.",170 GRANT AVE 4TH FL,San Francisco,CA,94108, -122.40515630899995,37.788497397000071
0000482-02-001,LA COLLEZIONE,400 SANSOME ST,San Francisco,CA,94111, -122.40122587599996,37.794197735000068
0000482-03-001,ANACONDA ADVENTURES,400 SANSOME ST,San Francisco,CA,94111, -122.40122587599996,37.794197735000068
0000482-04-001,RADIO TRAVEL,400 SANSOME ST,San Francisco,CA,94111, -122.40122587599996,37.794197735000068
0000482-05-001,SEA LEVEL,400 SANSOME ST,San Francisco,CA,94111, -122.40122587599996,37.794197735000068
0000484-01-001,AGID HYMAN D,452 GELLERT DR,San Francisco,CA,94132, -122.48984671799997,37.730486921000079
0000553-01-001,AKRON MEAT MARKET,3325 20TH ST,San Francisco,CA,94110, -122.41528832299997,37.758833054000036
0000631-03-001,AON RISK SERVICES INC OF N CAL,199 FREMONT ST 1500,San Francisco,CA,94105, -122.39519022399998,37.789313212000025
0000668-01-001,F ALIOTO FISH CO,440 JEFFERSON ST,San Francisco,CA,94109, -122.41977435699999,37.80773643
0000670-01-001,ALIOTO FRANK & ANTHONY,155 JEFFERSON ST 100,San Francisco,CA,94133, -122.41510626299998,37.808272857000077
0000671-01-001,ALIOTOS,360A JEFFERSON ST,San Francisco,CA,94133, -122.41859916799996,37.807890549000035
0000671-01-002,ALIOTOS,8 FISHERMANSWHARF,San Francisco,CA,94133, -122.41090698299996,37.800737252000033
0000671-08-001,NONNA ROSE RESTAURANT INC,8 FISHERMAN'S WHARF,San Francisco,CA,94133, -122.41586669899999,37.808513722000043
0000671-09-001,AFC CAFE 8 INC,8 FISHERMAN'S WHARF,San Francisco,CA,94133, -122.41586669899999,37.808513722000043
0000671-10-001,AFC CRABSTAND INC,8 FISHERMAN'S WHARF,San Francisco,CA,94133, -122.41586669899999,37.808513722000043
0000675-02-001,2653/2683 TAYLOR BLDG,2653 TAYLOR ST,San Francisco,CA,94133, -122.41559367799999,37.806993825000063
0000675-03-001,NUNZIO CORP THE,155 JEFFERSON ST,San Francisco,CA,94133, -122.41510626299998,37.808272857000077
0000707-01-999,ALLAN AUTO SPRINKLER CORP,20303 MACK ST HAYWARD,HAYWARD,CA,94545, -122.13308874499995,37.654223149000074
0000742-01-001,ALLENS PRESS CLIP BUREAU,657 MISSION ST,San Francisco,CA,94105, -122.40105994699996,37.786947578000024
0000780-01-001,ALLIED ADMINISTRATORS INC,633 BATTERY ST 3RD FL,San Francisco,CA,94111, -122.40079058899994,37.797103633000063
0000817-01-001,ALMAC CAMERA SHOP,445 STOCKTON ST,San Francisco,CA,94108, -122.40711914599996,37.790155359000039
0000817-02-001,ALMAC CAMERA STORE,445 STOCKTON ST,San Francisco,CA,94108, -122.40711914599996,37.790155359000039
0000912-01-001,AMBASSADOR TOURS INC,50 1ST STREET 610,San Francisco,CA,94105, -122.39828844799996,37.790309019000063
0000912-02-001,AM MEDIA SERVICES,50 1ST STREET 610,San Francisco,CA,94105, -122.39828844799996,37.790309019000063
0000962-01-001,AMER CANVAS PRODUCTS,1600 CORTLAND AVE,San Francisco,CA,94110, -122.40876672899998,37.739650734000065
0000962-02-001,AMERICAN CANVAS & AWNING,1600 CORTLAND AVE,San Francisco,CA,94110, -122.40876672899998,37.739650734000065
0000962-03-001,SAN FRANCISCO AWNINGS,1600 CORTLAND AVE,San Francisco,CA,94110, -122.40876672899998,37.739650734000065
0001072-01-001,BASIC AMERICAN INC,600 MONTGOMERY ST 28TH FLR,San Francisco,CA,94111, -122.40311676999994,37.795098819000032
0001106-01-001,AMER TERRAZZO CO-A CORP,36 WOOD ST,San Francisco,CA,94118, -122.44924606799998,37.783267190000061
0001132-01-001,AMORE & CO. REALTORS,1958 UNION ST,San Francisco,CA,94123, -122.43160837099998,37.797608601000036
0001155-03-002,745 14TH ST PARKING LOT,745 14TH ST,San Francisco,CA,94114, -122.42991361299994,37.76764206
0001155-05-001,2120-2122 MARKET BLDG,2120 MARKET ST,San Francisco,CA,94114, -122.42945793299998,37.767223970000032
0001155-07-001,3643-3647 17TH ST BUILDING,3643 17TH ST,San Francisco,CA,94114, -122.42729855599998,37.762913284000035
0001163-02-001,CAL PARLOR CAR TOURS INC,500 SUTTER ST 401,San Francisco,CA,94102, -122.40884361099995,37.789227944000061
0001181-01-001,ROYAL MOTOR SALES,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-02-001,ROYAL AUDI,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-04-001,SAN FRANCISCO VOLVO,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-06-001,SAN FRANCISCO MAZDA,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-07-001,ROYAL VOLKSWAGEN,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-08-001,ROYAL MOTORS VOLVO,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-09-001,ROYAL MOTORS VOLKSWAGEN,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-10-001,ROYAL MOTORS AUDI,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-11-001,ROYAL MOTORS,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-12-001,ROYAL VOLVO,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-13-001,ROYAL MAZDA,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-15-001,ROYAL MOTORS MAZDA,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-16-001,SAN FRANCISCO AUDI,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-17-001,SAN FRANCISCO VOLKSWAGEN,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-18-001,AUDI SAN FRANCISCO,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-19-001,ROYAL AUTOMOTIVE GROUP,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-20-001,ROYAL AUTO GROUP,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-21-001,VOLVO OF SAN FRANCISCO,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-22-001,VOLKSWAGEN SAN FRANCISCO,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-23-001,MAZDA SAN FRANCISCO,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-24-001,VW SAN FRANCISCO,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-25-001,ROYAL SF,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-26-001,GO TO ROYAL SF,285 S VAN NESS AVE,San Francisco,CA,94103, -122.41777494699994,37.768702348000033
0001181-27-001,ROYAL MOTOR SALES,1525 HOWARD ST,San Francisco,CA,94103, -122.41591837399994,37.772783273000073
0001181-28-001,ROYAL AUTOMOTIVE GROUP BODY,165 14TH ST,San Francisco,CA,94103, -122.41704785699994,37.768432714000028
0001181-29-001,ROYAL MOTOR SALES,256 14TH ST,San Francisco,CA,94103, -122.41908048299996,37.768368186000032
0001190-01-001,ANDERSON ROWE & BUCKLEY INC,2833 3RD ST,San Francisco,CA,94107, -122.38773495999999,37.753744577000077
0001219-01-001,ANDREW CO,157 BLUXOME ST,San Francisco,CA,94107, -122.39930156499997,37.774907385000063
0001219-02-001,LANSING MFG CO,642 WASHINGTON ST,San Francisco,CA,94111, -122.40422296099996,37.795458331000077
0001219-03-001,499 WALNUT APTS,499 WALNUT ST,San Francisco,CA,94118, -122.44855354699996,37.787254085000029
0001219-04-001,OW ANDREW,1231 POWELL ST,San Francisco,CA,94133, -122.40997630399994,37.795922346000054
0001254-01-001,MR ANGELOS BARBER SHOP,3931 18TH ST,San Francisco,CA,94114, -122.43135804499997,37.761073090000025
0001265-02-001,ANGRAY MERCHANDISING CORP,559 6TH ST,San Francisco,CA,94103, -122.40164069699995,37.775404019000064
0001265-03-001,A & R IMPORTS,559 6TH ST,San Francisco,CA,94103, -122.40164069699995,37.775404019000064
0001324-01-001,ANTHONYS SHOE SERVICE INC,340 KEARNY ST,San Francisco,CA,94108, -122.40405583499995,37.791100429000039
0001334-01-999,ANTONCHUK A,16 HUDSON ST,REDWOOD CITY,CA,94062, -122.24588791699995,37.485057808000079
0001334-02-001,236 DOUGLASS ST APTS,238 DOUGLASS ST,San Francisco,CA,94114, -122.43931021999998,37.760023108000041
0001334-03-001,1117 OCEAN AV APTS,1117 OCEAN AVE,San Francisco,CA,94112, -122.45457537199997,37.723564012000054
0001334-04-001,1125 OCEAN AV APTS,1125 OCEAN AVE,San Francisco,CA,94112, -122.45457537199997,37.723564012000054
0001341-01-001,ANTONIOS ANTIQUES,701 BRYANT ST,San Francisco,CA,94107, -122.40046076099998,37.77762677
0001341-03-001,ANTONIOS,701 BRYANT ST,San Francisco,CA,94107, -122.40046076099998,37.77762677
0001341-04-001,ANTONIO'S ANTIQUES CUSTOM & RE,701 BRYANT ST,San Francisco,CA,94107, -122.40046076099998,37.77762677
0001443-01-001,ARGONAUT BOOK SHOP,786-792 SUTTER ST,San Francisco,CA,94109, -122.41330294199997,37.788657564000061
0001448-01-001,ARGUELLO PET HOSPITAL INC,530 ARGUELLO BLVD,San Francisco,CA,94118, -122.45880424599994,37.780612332000032
0001484-02-001,ARMSTRONG CARPET&LINOLEUM CO,369 WEST PORTAL AVE,San Francisco,CA,94127, -122.47011850099994,37.737048014000038
0001484-03-001,ARMSTRONG CARPT&LINOLEUM CO,369 WEST PORTAL AVE,San Francisco,CA,94127, -122.47011850099994,37.737048014000038
0001495-01-001,ARNOLD & EGAN MFG CO,1515 GRIFFITH ST,San Francisco,CA,94124, -122.38160712599995,37.725469886000042
0001520-01-001,ARROW PAPER CO,750 18TH ST,San Francisco,CA,94107, -122.39039096999994,37.762977811000042
0001520-02-001,FAST IMPRESSIONS,750 18TH ST,San Francisco,CA,94107, -122.39039096999994,37.762977811000042
0001526-01-001,ARSENIAN J P,210 POST ST 909,San Francisco,CA,94108, -122.40548845999996,37.788697858000035
0001589-01-001,ASANOS BARBER SHOP,3312 SACRAMENTO ST,San Francisco,CA,94118, -122.44726519499994,37.788173675000053
0001746-02-001,2190 CARROLL AV BLDG,2190 CARROLL AVE,San Francisco,CA,94124, -122.40295660299995,37.730425850000074
0001746-03-001,1101 JUNIPER SERRA BLDG,1101 JUNIPERO SERRA,San Francisco,CA,94132, -122.48171753699995,37.721849332000033
0001746-04-001,1798 MISSION ST BLDG,1798 MISSION ST,San Francisco,CA,94103, -122.42002420099999,37.768488023000032
0001746-05-001,1175 FELL ST BLDG,1175 FELL ST,San Francisco,CA,94117, -122.43724620499995,37.774083504000032
0001746-06-001,376 CASTRO ST BLDG,376 CASTRO ST,San Francisco,CA,94114, -122.43524353999999,37.762975507000078
0001746-07-001,1200 GENEVA AVE BLDG,1200 GENEVA AVE,San Francisco,CA,94112, -122.43586116299997,37.714024271000028
0001746-08-001,5898 MISSION ST BLDG,5898 MISSION ST,San Francisco,CA,94112, -122.45250817799996,37.708917358000065
0001775-01-001,ATLAS SCREW MACH PROD CO INC,560 NATOMA ST,San Francisco,CA,94103, -122.40907867599998,37.779103995000071
0001793-02-001,120 SECOND STREET CORPORATION,120 2ND ST,San Francisco,CA,94105, -122.39939835699994,37.787657383000067
0001895-01-001,AVENAL LAND & OIL CO,57 POST ST 809,San Francisco,CA,94104, -122.40306606999997,37.788953700000036
0001916-01-001,AVENUES PET HOSPITAL,2221 TARAVAL ST,San Francisco,CA,94116, -122.49005873799996,37.742393449000076
0001921-01-001,AVIS RENT-A CAR SYSTEM INC,821 HOWARD ST,San Francisco,CA,94103,"0065, -122.403190516","103
37.78283738900"
0001921-04-001,AVIS RENT A CAR SYSTEM INC,675 POST ST,San Francisco,CA,94109, -122.41276712999996,37.787723063000044
0001931-01-001,AWARDS UNLIMITED,209 POST ST 721,San Francisco,CA,94108, -122.40545590199997,37.788643737000029
0002085-02-001,"KOKJER,PIEROTTI MAIOCCO & DUCK",333 PINE STREET 5TH FLOOR,San Francisco,CA,94104, -122.40173633699999,37.791972679000025
0002184-01-999,BALLIET BROTHERS CONST CORP,390 SWIFT AVE,MEXICO,,00000, -91.887247538999986,39.172632903000078
0002246-01-001,HOUSE OF FANS INC,894 POST ST,San Francisco,CA,94109, -122.41645423599999,37.787301122000031
0002250-01-001,BARBAGELATA CO THE,45 W PORTAL AVE,San Francisco,CA,94127, -122.46620650399996,37.740419590000045
0002250-02-001,REAL ESTATE SF.COM,45 W PORTAL AVE,San Francisco,CA,94127, -122.46620650399996,37.740419590000045
0002250-03-001,THE BARBAGELATA CO,2381 CHESTNUT ST,San Francisco,CA,94123, -122.44258587899998,37.799983342000075
0002252-01-001,BARBANELL ASSOCIATES INC,3629 SACRAMENTO ST,San Francisco,CA,94118, -122.45247591399999,37.787453430000028
0002270-01-001,BARBIC JAMES F TAX CONSULTANT,1801 VAN NESS AVE 300,San Francisco,CA,94109, -122.42284268299994,37.792352932000028
0002289-01-001,DRYDEN MARGOLES ETAL,555 MONTGOMERY ST 750,San Francisco,CA,94111, -122.40304302399994,37.794473130000029
0002425-01-001,BASSO JOSEPH DPM INC,340 TARAVAL ST,San Francisco,CA,94116, -122.46984080099998,37.743338320000078
0002478-01-001,BAUMELL PEARL CO INC,760 MARKET ST #566,San Francisco,CA,94102, -122.40525886199998,37.786253904000034
0002529-02-001,BAY CITY PAINT CO,1818 15TH AVE,San Francisco,CA,94122, -122.47206470499998,37.753772232000074
0002574-01-001,300-308 BAYSHORE BLDG,302 BAYSHORE BLVD,San Francisco,CA,94124, -122.40533376099995,37.742950001000054
0002644-02-001,JP MORGAN SECURITIES LLC,560 MISSION ST,San Francisco,CA,94105, -122.39924186899998,37.788490277000051
0002647-01-001,BEARING ENGINEERING CO,901 25TH ST,San Francisco,CA,94107, -122.38823735499994,37.752783574000034
0002826-01-001,BRYSON LAWRENCE D MD,450 SUTTER ST #1723,SAN FRANCISCO,CA,94108, -122.40778235899995,37.78934778
0002826-02-001,TRAVEL HEALTH MEDICAL CENTER,450 SUTTER ST #1723,SAN FRANCISCO,CA,94108, -122.40778235899995,37.78934778
0002826-03-001,DOWNTOWN INTL MEDICINE MED GRP,450 SUTTER ST #1723,SAN FRANCISCO,CA,94108, -122.40778235899995,37.78934778
0002826-04-001,EXECUTIVE MEDICAL,450 SUTTER ST #1723,SAN FRANCISCO,CA,94108, -122.40778235899995,37.78934778
0002847-01-001,BENKYODO CO,1747 BUCHANAN ST,San Francisco,CA,94115, -122.42987582599994,37.78593684
0002872-02-001,732 26TH AV APARTMENTS,732 26TH AVE,San Francisco,CA,94121, -122.48543463099998,37.775582622000059
0002881-01-001,BENSON & NEFF-CPAS-A PROF CORP,1 POST ST 2150,San Francisco,CA,94104, -122.40211543699996,37.789082756000028
0002941-01-001,BERLITZ LANGUAGES INC,180 MONTGOMERY ST 1580,San Francisco,CA,94104, -122.40221568599998,37.79072706
0002941-02-001,BERLITZ LANGUAGES INC,291 GEARY BLVD 400,San Francisco,CA,94108,"0047, -122.485609238","108
37.77999870300"
0002981-01-001,BERONIO LUMBER CO,2525 MARIN ST,San Francisco,CA,94124, -122.40209700099996,37.748213625000062
0003151-02-001,C. J. NOGUEIRO DENTAL CORP,2484 MISSION ST,San Francisco,CA,94110, -122.41897447299999,37.757307433000051
0003188-01-001,BIMBO'S 365 CLUB,1025 COLUMBUS AVE,San Francisco,CA,94133, -122.41532634799995,37.803826202000039
0003224-01-999,BIRITE FOODSERVICE DISTRBTRS.,123 SOUTH HILL DR,BRISBANE,CA,94005, -122.41549227699994,37.688425178000045
0003233-01-001,J R BISHO COMPANY INC,582 MARKET ST 1905,San Francisco,CA,94104, -122.40141830699997,37.789263664000032
0003243-03-001,BISS PRINTING INC,158 11TH STREET,San Francisco,CA,94103, -122.41623895599997,37.773597241000061
0003308-01-001,BLEDSOE CATHCART ETAL,601 CALIFORNIA ST 16THFL,San Francisco,CA,94108, -122.40471498499994,37.792602977000058
0003310-02-001,633 GRAND VIEW APTS,633 GRAND VIEW AVE,San Francisco,CA,94114, -122.44267460499998,37.750125260000061
0003401-01-001,BOARD MARINE UNDERWRITERS ETC,233 SANSOME ST 706,San Francisco,CA,94104, -122.40100348499999,37.792643307000048
0003407-03-001,BOAS INTERNATIONAL MOTORS,10 S VAN NESS AVE,San Francisco,CA,94103, -122.41923930199999,37.774997558000052
0003407-08-001,CASTROL FAST LUBE,50 SOUTH VAN NESS AVENUE,San Francisco,CA,94103, -122.41906204599996,37.774380792000045
0003407-09-001,KIA OF SAN FRANCISCO,10 SOUTH VAN NESS AVE,San Francisco,CA,94103, -122.41923930199999,37.774997558000052
0003407-10-001,SAN FRANCISCO HONDA,10 S VAN NESS AVE,San Francisco,CA,94103, -122.41923930199999,37.774997558000052
0003407-11-001,SAN FRANCISCO HONDA 9TH AVE,1259 9TH AVE,San Francisco,CA,94122, -122.46640354399995,37.764758087000075
0003407-12-001,SF HONDA MARINA SERVICE CENTER,2098 LOMBARD ST,San Francisco,CA,94123, -122.43575284799999,37.799917662000041
0003416-01-001,BOBS A-1 CASH REGISTER CO,1554 MARKET ST,San Francisco,CA,94102, -122.42007720599997,37.774583594000035
0003416-02-001,MARKET STREET GALLERY,1554 MARKET ST,San Francisco,CA,94102, -122.42007720599997,37.774583594000035
0003438-01-001,BOCK ERNEST,226 WEST PORTAL AVE,San Francisco,CA,94127, -122.46834859599994,37.738633554000046
0003530-01-002,BOOKS INC,3515 CALIFORNIA ST (LAUREL VILLAGE),San Francisco,CA,94118, -122.45206096999999,37.786545110000077
0003530-01-006,BOOKS INC,601 VAN NESS AVE,San Francisco,CA,94102, -122.42064297699994,37.781454650000057
0003530-04-001,BOOKS INC,2275 MARKET ST (MKT VILLAGE MALL),San Francisco,CA,94105, -122.43241852399996,37.764629047000028
0003530-05-001,BOOKS INC,2251 CHESTNUT ST,San Francisco,CA,94123, -122.44034584299999,37.800273717000039
0003530-12-001,COMPASS BOOKS,1501 VERMONT ST,San Francisco,CA,94107, -122.40278491299995,37.750037687000031
0003530-13-001,COMPASS BOOKS INC,1501 VERMONT ST,San Francisco,CA,94107, -122.40278491299995,37.750037687000031
0003530-14-001,COMPASS BOOKS & CAFE,1501 VERMONT ST,San Francisco,CA,94107, -122.40278491299995,37.750037687000031
0003530-15-001,BOOKS INC,1501 VERMONT ST,San Francisco,CA,94107, -122.40278491299995,37.750037687000031
0003540-03-001,BOOZ ALLEN HAMILTON INC,101 CALIFORNIA ST,San Francisco,CA,94111, -122.39816656799997,37.7934234
0003580-01-001,BOSWELL ALLIANCE CONST CO INC,1686 UNION ST 306,San Francisco,CA,94123, -122.42707270899996,37.798188087000028
0003683-00-000,BRADLEY E B CO INC,5080 S ALAMEDA ST,VERNON,CA,90058, -118.23833184099999,33.996918569000059
0003683-01-999,BRADLEY E B CO INC,26250 CORPORATE DR B & C,HAYWARD,CA,94545, -122.11470984999994,37.629394933000071
0003743-01-999,BRAYER ELECTRIC CO,15095 WICKS BLVD,SAN LEANDRO,CA,94577, -122.16289024799994,37.690708019000056
0003748-01-001,BREALL WILLIAM ETAL,2250 HAYES ST 204,San Francisco,CA,94117, -122.45346341999999,37.77301764
0003778-01-001,BRESSIE PROPERTY MGMT-LESNG CO,500 3RD ST #555,San Francisco,CA,94107, -122.39578999499997,37.781229508000024
0003830-02-999,BRINKS SF COIN CENTER,3775 ALAMEDA AVE B,OAKLAND,CA,94601, -122.22384571399999,37.768124275000048
0003835-01-001,BRITEX FABRICS,146 GEARY ST,San Francisco,CA,94108, -122.40582232799994,37.787678124000024
0003842-01-001,BRITISH MOTOR CAR DIST LTD,901 VAN NESS AVE,San Francisco,CA,94109, -122.42116265599998,37.784093376000044
0003842-08-001,BENTLEY SAN FRANCISCO,999 VAN NESS AVE,San Francisco,CA,94109, -122.42125368599994,37.784513959000037
0003842-10-001,LAMBORGHINI SAN FRANCISCO,999 VAN NESS AVE,San Francisco,CA,94109, -122.42125368599994,37.784513959000037
0003842-11-001,LOTUS SAN FRANCISCO,999 VAN NESS AVE,San Francisco,CA,94109, -122.42125368599994,37.784513959000037
0003842-13-001,PAGANI SAN FRANCISCO,999 VAN NESS AVE,San Francisco,CA,94109, -122.42125368599994,37.784513959000037
0003856-03-001,1433-1437 CLEMENT ST BUILDING,1433 CLEMENT ST,San Francisco,CA,94118, -122.47471725799994,37.78244331
0003856-05-001,1361-1363 CALIFORNIA APTS,1361 CALIFORNIA ST,San Francisco,CA,94109, -122.41674595999996,37.791053158000068
